C macros	libc-2.17-x64	libc-2.17-i686	libc-2.17-x32	libc-2.9-nacl-x64	libc-2.9-nacl-i686
__ino_t_defined					
__int8_t_defined					
__intN_t(N,MODE)	typedef int int ##N ##_t __attribute__ ((__mode__ (MODE)))	typedef int int ##N ##_t __attribute__ ((__mode__ (MODE)))	typedef int int ##N ##_t __attribute__ ((__mode__ (MODE)))	typedef int int ##N ##_t __attribute__ ((__mode__ (MODE)))	typedef int int ##N ##_t __attribute__ ((__mode__ (MODE)))
__intptr_t_defined					
__isalnum_l(c,l)	__isctype_l((c), _ISalnum, (l))	__isctype_l((c), _ISalnum, (l))	__isctype_l((c), _ISalnum, (l))	__isctype_l((c), _ISalnum, (l))	__isctype_l((c), _ISalnum, (l))
__isalpha_l(c,l)	__isctype_l((c), _ISalpha, (l))	__isctype_l((c), _ISalpha, (l))	__isctype_l((c), _ISalpha, (l))	__isctype_l((c), _ISalpha, (l))	__isctype_l((c), _ISalpha, (l))
__isascii(c)	(((c) &amp; ~0x7f) == 0)	(((c) &amp; ~0x7f) == 0)	(((c) &amp; ~0x7f) == 0)	(((c) &amp; ~0x7f) == 0)	(((c) &amp; ~0x7f) == 0)
__isascii_l(c,l)	((l), __isascii (c))	((l), __isascii (c))	((l), __isascii (c))	((l), __isascii (c))	((l), __isascii (c))
__isblank_l(c,l)	__isctype_l((c), _ISblank, (l))	__isctype_l((c), _ISblank, (l))	__isctype_l((c), _ISblank, (l))	__isctype_l((c), _ISblank, (l))	__isctype_l((c), _ISblank, (l))
__iscntrl_l(c,l)	__isctype_l((c), _IScntrl, (l))	__isctype_l((c), _IScntrl, (l))	__isctype_l((c), _IScntrl, (l))	__isctype_l((c), _IScntrl, (l))	__isctype_l((c), _IScntrl, (l))
__isctype_l(c,type,locale)	((locale)-&gt;__ctype_b[(int) (c)] &amp; (unsigned short int) type)	((locale)-&gt;__ctype_b[(int) (c)] &amp; (unsigned short int) type)	((locale)-&gt;__ctype_b[(int) (c)] &amp; (unsigned short int) type)	((locale)-&gt;__ctype_b[(int) (c)] &amp; (unsigned short int) type)	((locale)-&gt;__ctype_b[(int) (c)] &amp; (unsigned short int) type)
__isdigit_l(c,l)	__isctype_l((c), _ISdigit, (l))	__isctype_l((c), _ISdigit, (l))	__isctype_l((c), _ISdigit, (l))	__isctype_l((c), _ISdigit, (l))	__isctype_l((c), _ISdigit, (l))
__isgraph_l(c,l)	__isctype_l((c), _ISgraph, (l))	__isctype_l((c), _ISgraph, (l))	__isctype_l((c), _ISgraph, (l))	__isctype_l((c), _ISgraph, (l))	__isctype_l((c), _ISgraph, (l))
__isleap(year)	((year) % 4 == 0 &amp;&amp; ((year) % 100 != 0 || (year) % 400 == 0))	((year) % 4 == 0 &amp;&amp; ((year) % 100 != 0 || (year) % 400 == 0))	((year) % 4 == 0 &amp;&amp; ((year) % 100 != 0 || (year) % 400 == 0))	((year) % 4 == 0 &amp;&amp; ((year) % 100 != 0 || (year) % 400 == 0))	((year) % 4 == 0 &amp;&amp; ((year) % 100 != 0 || (year) % 400 == 0))
__islower_l(c,l)	__isctype_l((c), _ISlower, (l))	__isctype_l((c), _ISlower, (l))	__isctype_l((c), _ISlower, (l))	__isctype_l((c), _ISlower, (l))	__isctype_l((c), _ISlower, (l))
__isprint_l(c,l)	__isctype_l((c), _ISprint, (l))	__isctype_l((c), _ISprint, (l))	__isctype_l((c), _ISprint, (l))	__isctype_l((c), _ISprint, (l))	__isctype_l((c), _ISprint, (l))
__ispunct_l(c,l)	__isctype_l((c), _ISpunct, (l))	__isctype_l((c), _ISpunct, (l))	__isctype_l((c), _ISpunct, (l))	__isctype_l((c), _ISpunct, (l))	__isctype_l((c), _ISpunct, (l))
__isspace_l(c,l)	__isctype_l((c), _ISspace, (l))	__isctype_l((c), _ISspace, (l))	__isctype_l((c), _ISspace, (l))	__isctype_l((c), _ISspace, (l))	__isctype_l((c), _ISspace, (l))
__isupper_l(c,l)	__isctype_l((c), _ISupper, (l))	__isctype_l((c), _ISupper, (l))	__isctype_l((c), _ISupper, (l))	__isctype_l((c), _ISupper, (l))	__isctype_l((c), _ISupper, (l))
__isxdigit_l(c,l)	__isctype_l((c), _ISxdigit, (l))	__isctype_l((c), _ISxdigit, (l))	__isctype_l((c), _ISxdigit, (l))	__isctype_l((c), _ISxdigit, (l))	__isctype_l((c), _ISxdigit, (l))
__k8	1	???	1	1	???
__k8__	1	???	1	1	???
__key_t_defined					
__ldiv_t_defined	1	1	1	1	1
__linux	1	1	1	???	???
__linux__	1	1	1	???	???
__lldiv_t_defined	1	1	1	1	1
__long_double_t	long double	long double	long double	long double	long double
__malloc_and_calloc_defined					
__mode_t_defined					
__need_IOV_MAX					
__need___va_list					
__need_clockid_t					
__nlink_t_defined					
__nonnull(params)	__attribute__ ((__nonnull__ params))	__attribute__ ((__nonnull__ params))	__attribute__ ((__nonnull__ params))	__attribute__ ((__nonnull__ params))	__attribute__ ((__nonnull__ params))
__off64_t_defined				???	???
__off_t_defined					
__pid_t_defined					
__ptr_t	void *	void *	void *	void *	void *
__ptrvalue					
__restrict_arr					
__sig_atomic_t_defined					
__sigandset(dest,left,right)	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__dest = (dest); const sigset_t *__left = (left); const sigset_t *__right = (right); while (--__cnt &gt;= 0) __dest-&gt;__val[__cnt] = (__left-&gt;__val[__cnt] &amp; __right-&gt;__val[__cnt]); 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__dest = (dest); const sigset_t *__left = (left); const sigset_t *__right = (right); while (--__cnt &gt;= 0) __dest-&gt;__val[__cnt] = (__left-&gt;__val[__cnt] &amp; __right-&gt;__val[__cnt]); 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__dest = (dest); const sigset_t *__left = (left); const sigset_t *__right = (right); while (--__cnt &gt;= 0) __dest-&gt;__val[__cnt] = (__left-&gt;__val[__cnt] &amp; __right-&gt;__val[__cnt]); 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__dest = (dest); const sigset_t *__left = (left); const sigset_t *__right = (right); while (--__cnt &gt;= 0) __dest-&gt;__val[__cnt] = (__left-&gt;__val[__cnt] &amp; __right-&gt;__val[__cnt]); 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__dest = (dest); const sigset_t *__left = (left); const sigset_t *__right = (right); while (--__cnt &gt;= 0) __dest-&gt;__val[__cnt] = (__left-&gt;__val[__cnt] &amp; __right-&gt;__val[__cnt]); 0; }))
__sigemptyset(set)	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__set = (set); while (--__cnt &gt;= 0) __set-&gt;__val[__cnt] = 0; 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__set = (set); while (--__cnt &gt;= 0) __set-&gt;__val[__cnt] = 0; 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__set = (set); while (--__cnt &gt;= 0) __set-&gt;__val[__cnt] = 0; 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__set = (set); while (--__cnt &gt;= 0) __set-&gt;__val[__cnt] = 0; 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__set = (set); while (--__cnt &gt;= 0) __set-&gt;__val[__cnt] = 0; 0; }))
__sigfillset(set)	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__set = (set); while (--__cnt &gt;= 0) __set-&gt;__val[__cnt] = ~0UL; 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__set = (set); while (--__cnt &gt;= 0) __set-&gt;__val[__cnt] = ~0UL; 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__set = (set); while (--__cnt &gt;= 0) __set-&gt;__val[__cnt] = ~0UL; 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__set = (set); while (--__cnt &gt;= 0) __set-&gt;__val[__cnt] = ~0UL; 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__set = (set); while (--__cnt &gt;= 0) __set-&gt;__val[__cnt] = ~0UL; 0; }))
__sigisemptyset(set)	(__extension__ ({ int __cnt = _SIGSET_NWORDS; const sigset_t *__set = (set); int __ret = __set-&gt;__val[--__cnt]; while (!__ret &amp;&amp; --__cnt &gt;= 0) __ret = __set-&gt;__val[__cnt]; __ret == 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; const sigset_t *__set = (set); int __ret = __set-&gt;__val[--__cnt]; while (!__ret &amp;&amp; --__cnt &gt;= 0) __ret = __set-&gt;__val[__cnt]; __ret == 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; const sigset_t *__set = (set); int __ret = __set-&gt;__val[--__cnt]; while (!__ret &amp;&amp; --__cnt &gt;= 0) __ret = __set-&gt;__val[__cnt]; __ret == 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; const sigset_t *__set = (set); int __ret = __set-&gt;__val[--__cnt]; while (!__ret &amp;&amp; --__cnt &gt;= 0) __ret = __set-&gt;__val[__cnt]; __ret == 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; const sigset_t *__set = (set); int __ret = __set-&gt;__val[--__cnt]; while (!__ret &amp;&amp; --__cnt &gt;= 0) __ret = __set-&gt;__val[__cnt]; __ret == 0; }))
__sigmask(sig)	(((unsigned long int) 1) &lt;&lt; (((sig) - 1) % (8 * sizeof (unsigned long int))))	(((unsigned long int) 1) &lt;&lt; (((sig) - 1) % (8 * sizeof (unsigned long int))))	(((unsigned long int) 1) &lt;&lt; (((sig) - 1) % (8 * sizeof (unsigned long int))))	(((unsigned long int) 1) &lt;&lt; (((sig) - 1) % (8 * sizeof (unsigned long int))))	(((unsigned long int) 1) &lt;&lt; (((sig) - 1) % (8 * sizeof (unsigned long int))))
__sigorset(dest,left,right)	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__dest = (dest); const sigset_t *__left = (left); const sigset_t *__right = (right); while (--__cnt &gt;= 0) __dest-&gt;__val[__cnt] = (__left-&gt;__val[__cnt] | __right-&gt;__val[__cnt]); 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__dest = (dest); const sigset_t *__left = (left); const sigset_t *__right = (right); while (--__cnt &gt;= 0) __dest-&gt;__val[__cnt] = (__left-&gt;__val[__cnt] | __right-&gt;__val[__cnt]); 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__dest = (dest); const sigset_t *__left = (left); const sigset_t *__right = (right); while (--__cnt &gt;= 0) __dest-&gt;__val[__cnt] = (__left-&gt;__val[__cnt] | __right-&gt;__val[__cnt]); 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__dest = (dest); const sigset_t *__left = (left); const sigset_t *__right = (right); while (--__cnt &gt;= 0) __dest-&gt;__val[__cnt] = (__left-&gt;__val[__cnt] | __right-&gt;__val[__cnt]); 0; }))	(__extension__ ({ int __cnt = _SIGSET_NWORDS; sigset_t *__dest = (dest); const sigset_t *__left = (left); const sigset_t *__right = (right); while (--__cnt &gt;= 0) __dest-&gt;__val[__cnt] = (__left-&gt;__val[__cnt] | __right-&gt;__val[__cnt]); 0; }))
__sigset_t_defined					
__sigword(sig)	(((sig) - 1) / (8 * sizeof (unsigned long int)))	(((sig) - 1) / (8 * sizeof (unsigned long int)))	(((sig) - 1) / (8 * sizeof (unsigned long int)))	(((sig) - 1) / (8 * sizeof (unsigned long int)))	(((sig) - 1) / (8 * sizeof (unsigned long int)))
__size_t					
__size_t__					
__socklen_t_defined					
__ssize_t_defined					
__stub_bdflush		???			???
__stub_chflags					
__stub_fattach					
__stub_fchflags					
__stub_fdetach					
__stub_getmsg		???			???
__stub_gtty					
__stub_lchmod					
__stub_putmsg		???			???
__stub_revoke					
__stub_setlogin					
__stub_sigreturn					
__stub_sstk					
__stub_stty					
__suseconds_t_defined					
__time_t_defined	1	1	1	1	1
__timer_t_defined	1	1	1	1	1
__timespec_defined	1	1	1	1	1
__toascii(c)	((c) &amp; 0x7f)	((c) &amp; 0x7f)	((c) &amp; 0x7f)	((c) &amp; 0x7f)	((c) &amp; 0x7f)
__toascii_l(c,l)	((l), __toascii (c))	((l), __toascii (c))	((l), __toascii (c))	((l), __toascii (c))	((l), __toascii (c))
__tobody(c,f,a,args)	(__extension__ ({ int __res; if (sizeof (c) &gt; 1) { if (__builtin_constant_p (c)) { int __c = (c); __res = __c &lt; -128 || __c &gt; 255 ? __c : (a)[__c]; } else __res = f args; } else __res = (a)[(int) (c)]; __res; }))	(__extension__ ({ int __res; if (sizeof (c) &gt; 1) { if (__builtin_constant_p (c)) { int __c = (c); __res = __c &lt; -128 || __c &gt; 255 ? __c : (a)[__c]; } else __res = f args; } else __res = (a)[(int) (c)]; __res; }))	(__extension__ ({ int __res; if (sizeof (c) &gt; 1) { if (__builtin_constant_p (c)) { int __c = (c); __res = __c &lt; -128 || __c &gt; 255 ? __c : (a)[__c]; } else __res = f args; } else __res = (a)[(int) (c)]; __res; }))	(__extension__ ({ int __res; if (sizeof (c) &gt; 1) { if (__builtin_constant_p (c)) { int __c = (c); __res = __c &lt; -128 || __c &gt; 255 ? __c : (a)[__c]; } else __res = f args; } else __res = (a)[(int) (c)]; __res; }))	(__extension__ ({ int __res; if (sizeof (c) &gt; 1) { if (__builtin_constant_p (c)) { int __c = (c); __res = __c &lt; -128 || __c &gt; 255 ? __c : (a)[__c]; } else __res = f args; } else __res = (a)[(int) (c)]; __res; }))
__u_char_defined					
__u_intN_t(N,MODE)	typedef unsigned int u_int ##N ##_t __attribute__ ((__mode__ (MODE)))	typedef unsigned int u_int ##N ##_t __attribute__ ((__mode__ (MODE)))	typedef unsigned int u_int ##N ##_t __attribute__ ((__mode__ (MODE)))	typedef unsigned int u_int ##N ##_t __attribute__ ((__mode__ (MODE)))	typedef unsigned int u_int ##N ##_t __attribute__ ((__mode__ (MODE)))
__uid_t_defined					
__uint32_t_defined					
__unbounded					
__unix	1	1	1	1	1
__unix__	1	1	1	1	1
__useconds_t_defined					
__va_arg_pack()	__builtin_va_arg_pack ()	__builtin_va_arg_pack ()	__builtin_va_arg_pack ()	__builtin_va_arg_pack ()	__builtin_va_arg_pack ()
__va_arg_pack_len()	__builtin_va_arg_pack_len ()	__builtin_va_arg_pack_len ()	__builtin_va_arg_pack_len ()	__builtin_va_arg_pack_len ()	__builtin_va_arg_pack_len ()
__va_copy(d,s)	__builtin_va_copy(d,s)	__builtin_va_copy(d,s)	__builtin_va_copy(d,s)	__builtin_va_copy(d,s)	__builtin_va_copy(d,s)
__va_list__					
__warnattr(msg)	__attribute__((__warning__ (msg)))	__attribute__((__warning__ (msg)))	__attribute__((__warning__ (msg)))	__attribute__((__warning__ (msg)))	__attribute__((__warning__ (msg)))
__warndecl(name,msg)	extern void name (void) __attribute__((__warning__ (msg)))	extern void name (void) __attribute__((__warning__ (msg)))	extern void name (void) __attribute__((__warning__ (msg)))	extern void name (void) __attribute__((__warning__ (msg)))	extern void name (void) __attribute__((__warning__ (msg)))
__wchar_t__					
__wur					
__x86_64	1	???	1	1	???
__x86_64__	1	???	1	1	???
_tolower(c)	((int) (*__ctype_tolower_loc ())[(int) (c)])	((int) (*__ctype_tolower_loc ())[(int) (c)])	((int) (*__ctype_tolower_loc ())[(int) (c)])	???	???
_toupper(c)	((int) (*__ctype_toupper_loc ())[(int) (c)])	((int) (*__ctype_toupper_loc ())[(int) (c)])	((int) (*__ctype_toupper_loc ())[(int) (c)])	???	???
alloca(size)	__builtin_alloca (size)	__builtin_alloca (size)	__builtin_alloca (size)	__builtin_alloca (size)	__builtin_alloca (size)
assert(expr)	((expr) ? __ASSERT_VOID_CAST (0) : __assert_fail (__STRING(expr), __FILE__, __LINE__, __ASSERT_FUNCTION))	((expr) ? __ASSERT_VOID_CAST (0) : __assert_fail (__STRING(expr), __FILE__, __LINE__, __ASSERT_FUNCTION))	((expr) ? __ASSERT_VOID_CAST (0) : __assert_fail (__STRING(expr), __FILE__, __LINE__, __ASSERT_FUNCTION))	((expr) ? __ASSERT_VOID_CAST (0) : __assert_fail (__STRING(expr), __FILE__, __LINE__, __ASSERT_FUNCTION))	((expr) ? __ASSERT_VOID_CAST (0) : __assert_fail (__STRING(expr), __FILE__, __LINE__, __ASSERT_FUNCTION))
assert_perror(errnum)	(!(errnum) ? __ASSERT_VOID_CAST (0) : __assert_perror_fail ((errnum), __FILE__, __LINE__, __ASSERT_FUNCTION))	(!(errnum) ? __ASSERT_VOID_CAST (0) : __assert_perror_fail ((errnum), __FILE__, __LINE__, __ASSERT_FUNCTION))	(!(errnum) ? __ASSERT_VOID_CAST (0) : __assert_perror_fail ((errnum), __FILE__, __LINE__, __ASSERT_FUNCTION))	(!(errnum) ? __ASSERT_VOID_CAST (0) : __assert_perror_fail ((errnum), __FILE__, __LINE__, __ASSERT_FUNCTION))	(!(errnum) ? __ASSERT_VOID_CAST (0) : __assert_perror_fail ((errnum), __FILE__, __LINE__, __ASSERT_FUNCTION))
be16toh(x)	__bswap_16 (x)	__bswap_16 (x)	__bswap_16 (x)	__bswap_16 (x)	__bswap_16 (x)
be32toh(x)	__bswap_32 (x)	__bswap_32 (x)	__bswap_32 (x)	__bswap_32 (x)	__bswap_32 (x)
be64toh(x)	__bswap_64 (x)	__bswap_64 (x)	__bswap_64 (x)	__bswap_64 (x)	__bswap_64 (x)
bool	bool	bool	bool	bool	bool
errno	(*__errno_location ())	(*__errno_location ())	(*__errno_location ())	(*__errno_location ())	(*__errno_location ())
false	false	false	false	false	false
fpclassify(x)	(sizeof (x) == sizeof (float) ? __fpclassifyf (x) : sizeof (x) == sizeof (double) ? __fpclassify (x) : __fpclassifyl (x))	(sizeof (x) == sizeof (float) ? __fpclassifyf (x) : sizeof (x) == sizeof (double) ? __fpclassify (x) : __fpclassifyl (x))	(sizeof (x) == sizeof (float) ? __fpclassifyf (x) : sizeof (x) == sizeof (double) ? __fpclassify (x) : __fpclassifyl (x))	(sizeof (x) == sizeof (float) ? __fpclassifyf (x) : sizeof (x) == sizeof (double) ? __fpclassify (x) : __fpclassifyl (x))	(sizeof (x) == sizeof (float) ? __fpclassifyf (x) : sizeof (x) == sizeof (double) ? __fpclassify (x) : __fpclassifyl (x))
getc(_fp)	_IO_getc (_fp)	_IO_getc (_fp)	_IO_getc (_fp)	_IO_getc (_fp)	_IO_getc (_fp)
htobe16(x)	__bswap_16 (x)	__bswap_16 (x)	__bswap_16 (x)	__bswap_16 (x)	__bswap_16 (x)
htobe32(x)	__bswap_32 (x)	__bswap_32 (x)	__bswap_32 (x)	__bswap_32 (x)	__bswap_32 (x)
htobe64(x)	__bswap_64 (x)	__bswap_64 (x)	__bswap_64 (x)	__bswap_64 (x)	__bswap_64 (x)
htole16(x)	(x)	(x)	(x)	(x)	(x)
htole32(x)	(x)	(x)	(x)	(x)	(x)
htole64(x)	(x)	(x)	(x)	(x)	(x)
isalnum_l(c,l)	__isalnum_l ((c), (l))	__isalnum_l ((c), (l))	__isalnum_l ((c), (l))	__isalnum_l ((c), (l))	__isalnum_l ((c), (l))
isalpha_l(c,l)	__isalpha_l ((c), (l))	__isalpha_l ((c), (l))	__isalpha_l ((c), (l))	__isalpha_l ((c), (l))	__isalpha_l ((c), (l))
isascii(c)	__isascii (c)	__isascii (c)	__isascii (c)	???	???
isascii_l(c,l)	__isascii_l ((c), (l))	__isascii_l ((c), (l))	__isascii_l ((c), (l))	__isascii_l ((c), (l))	__isascii_l ((c), (l))
isblank_l(c,l)	__isblank_l ((c), (l))	__isblank_l ((c), (l))	__isblank_l ((c), (l))	__isblank_l ((c), (l))	__isblank_l ((c), (l))
iscntrl_l(c,l)	__iscntrl_l ((c), (l))	__iscntrl_l ((c), (l))	__iscntrl_l ((c), (l))	__iscntrl_l ((c), (l))	__iscntrl_l ((c), (l))
isdigit_l(c,l)	__isdigit_l ((c), (l))	__isdigit_l ((c), (l))	__isdigit_l ((c), (l))	__isdigit_l ((c), (l))	__isdigit_l ((c), (l))
isfinite(x)	(sizeof (x) == sizeof (float) ? __finitef (x) : sizeof (x) == sizeof (double) ? __finite (x) : __finitel (x))	(sizeof (x) == sizeof (float) ? __finitef (x) : sizeof (x) == sizeof (double) ? __finite (x) : __finitel (x))	(sizeof (x) == sizeof (float) ? __finitef (x) : sizeof (x) == sizeof (double) ? __finite (x) : __finitel (x))	(sizeof (x) == sizeof (float) ? __finitef (x) : sizeof (x) == sizeof (double) ? __finite (x) : __finitel (x))	(sizeof (x) == sizeof (float) ? __finitef (x) : sizeof (x) == sizeof (double) ? __finite (x) : __finitel (x))
isgraph_l(c,l)	__isgraph_l ((c), (l))	__isgraph_l ((c), (l))	__isgraph_l ((c), (l))	__isgraph_l ((c), (l))	__isgraph_l ((c), (l))
isgreater(x,y)	__builtin_isgreater(x, y)	__builtin_isgreater(x, y)	__builtin_isgreater(x, y)	__builtin_isgreater(x, y)	__builtin_isgreater(x, y)
isgreaterequal(x,y)	__builtin_isgreaterequal(x, y)	__builtin_isgreaterequal(x, y)	__builtin_isgreaterequal(x, y)	__builtin_isgreaterequal(x, y)	__builtin_isgreaterequal(x, y)
isinf(x)	(sizeof (x) == sizeof (float) ? __isinff (x) : sizeof (x) == sizeof (double) ? __isinf (x) : __isinfl (x))	(sizeof (x) == sizeof (float) ? __isinff (x) : sizeof (x) == sizeof (double) ? __isinf (x) : __isinfl (x))	(sizeof (x) == sizeof (float) ? __isinff (x) : sizeof (x) == sizeof (double) ? __isinf (x) : __isinfl (x))	(sizeof (x) == sizeof (float) ? __isinff (x) : sizeof (x) == sizeof (double) ? __isinf (x) : __isinfl (x))	(sizeof (x) == sizeof (float) ? __isinff (x) : sizeof (x) == sizeof (double) ? __isinf (x) : __isinfl (x))
isless(x,y)	__builtin_isless(x, y)	__builtin_isless(x, y)	__builtin_isless(x, y)	__builtin_isless(x, y)	__builtin_isless(x, y)
islessequal(x,y)	__builtin_islessequal(x, y)	__builtin_islessequal(x, y)	__builtin_islessequal(x, y)	__builtin_islessequal(x, y)	__builtin_islessequal(x, y)
islessgreater(x,y)	__builtin_islessgreater(x, y)	__builtin_islessgreater(x, y)	__builtin_islessgreater(x, y)	__builtin_islessgreater(x, y)	__builtin_islessgreater(x, y)
islower_l(c,l)	__islower_l ((c), (l))	__islower_l ((c), (l))	__islower_l ((c), (l))	__islower_l ((c), (l))	__islower_l ((c), (l))
isnan(x)	(sizeof (x) == sizeof (float) ? __isnanf (x) : sizeof (x) == sizeof (double) ? __isnan (x) : __isnanl (x))	(sizeof (x) == sizeof (float) ? __isnanf (x) : sizeof (x) == sizeof (double) ? __isnan (x) : __isnanl (x))	(sizeof (x) == sizeof (float) ? __isnanf (x) : sizeof (x) == sizeof (double) ? __isnan (x) : __isnanl (x))	(sizeof (x) == sizeof (float) ? __isnanf (x) : sizeof (x) == sizeof (double) ? __isnan (x) : __isnanl (x))	(sizeof (x) == sizeof (float) ? __isnanf (x) : sizeof (x) == sizeof (double) ? __isnan (x) : __isnanl (x))
isnormal(x)	(fpclassify (x) == FP_NORMAL)	(fpclassify (x) == FP_NORMAL)	(fpclassify (x) == FP_NORMAL)	(fpclassify (x) == FP_NORMAL)	(fpclassify (x) == FP_NORMAL)
isprint_l(c,l)	__isprint_l ((c), (l))	__isprint_l ((c), (l))	__isprint_l ((c), (l))	__isprint_l ((c), (l))	__isprint_l ((c), (l))
ispunct_l(c,l)	__ispunct_l ((c), (l))	__ispunct_l ((c), (l))	__ispunct_l ((c), (l))	__ispunct_l ((c), (l))	__ispunct_l ((c), (l))
isspace_l(c,l)	__isspace_l ((c), (l))	__isspace_l ((c), (l))	__isspace_l ((c), (l))	__isspace_l ((c), (l))	__isspace_l ((c), (l))
isunordered(u,v)	__builtin_isunordered(u, v)	__builtin_isunordered(u, v)	__builtin_isunordered(u, v)	__builtin_isunordered(u, v)	__builtin_isunordered(u, v)
isupper_l(c,l)	__isupper_l ((c), (l))	__isupper_l ((c), (l))	__isupper_l ((c), (l))	__isupper_l ((c), (l))	__isupper_l ((c), (l))
isxdigit_l(c,l)	__isxdigit_l ((c), (l))	__isxdigit_l ((c), (l))	__isxdigit_l ((c), (l))	__isxdigit_l ((c), (l))	__isxdigit_l ((c), (l))
le16toh(x)	(x)	(x)	(x)	(x)	(x)
le32toh(x)	(x)	(x)	(x)	(x)	(x)
le64toh(x)	(x)	(x)	(x)	(x)	(x)
linux	1	1	1	???	???
major(dev)	gnu_dev_major (dev)	gnu_dev_major (dev)	gnu_dev_major (dev)	gnu_dev_major (dev)	gnu_dev_major (dev)
makedev(maj,min)	gnu_dev_makedev (maj, min)	gnu_dev_makedev (maj, min)	gnu_dev_makedev (maj, min)	gnu_dev_makedev (maj, min)	gnu_dev_makedev (maj, min)
math_errhandling	(MATH_ERRNO | MATH_ERREXCEPT)	(MATH_ERRNO | MATH_ERREXCEPT)	(MATH_ERRNO | MATH_ERREXCEPT)	???	???
minor(dev)	gnu_dev_minor (dev)	gnu_dev_minor (dev)	gnu_dev_minor (dev)	gnu_dev_minor (dev)	gnu_dev_minor (dev)
offsetof(TYPE,MEMBER)	__builtin_offsetof (TYPE, MEMBER)	__builtin_offsetof (TYPE, MEMBER)	__builtin_offsetof (TYPE, MEMBER)	__builtin_offsetof (TYPE, MEMBER)	__builtin_offsetof (TYPE, MEMBER)
putc(_ch,_fp)	_IO_putc (_ch, _fp)	_IO_putc (_ch, _fp)	_IO_putc (_ch, _fp)	_IO_putc (_ch, _fp)	_IO_putc (_ch, _fp)
sa_handler	__sigaction_handler.sa_handler	__sigaction_handler.sa_handler	__sigaction_handler.sa_handler	__sigaction_handler.sa_handler	__sigaction_handler.sa_handler
sa_sigaction	__sigaction_handler.sa_sigaction	__sigaction_handler.sa_sigaction	__sigaction_handler.sa_sigaction	__sigaction_handler.sa_sigaction	__sigaction_handler.sa_sigaction
setjmp(env)	_setjmp (env)	_setjmp (env)	_setjmp (env)	_setjmp (env)	_setjmp (env)
si_addr	_sifields._sigfault.si_addr	_sifields._sigfault.si_addr	_sifields._sigfault.si_addr	_sifields._sigfault.si_addr	_sifields._sigfault.si_addr
si_arch	_sifields._sigsys._arch	_sifields._sigsys._arch	_sifields._sigsys._arch	???	???
si_band	_sifields._sigpoll.si_band	_sifields._sigpoll.si_band	_sifields._sigpoll.si_band	_sifields._sigpoll.si_band	_sifields._sigpoll.si_band
si_call_addr	_sifields._sigsys._call_addr	_sifields._sigsys._call_addr	_sifields._sigsys._call_addr	???	???
si_fd	_sifields._sigpoll.si_fd	_sifields._sigpoll.si_fd	_sifields._sigpoll.si_fd	_sifields._sigpoll.si_fd	_sifields._sigpoll.si_fd
si_int	_sifields._rt.si_sigval.sival_int	_sifields._rt.si_sigval.sival_int	_sifields._rt.si_sigval.sival_int	_sifields._rt.si_sigval.sival_int	_sifields._rt.si_sigval.sival_int
si_overrun	_sifields._timer.si_overrun	_sifields._timer.si_overrun	_sifields._timer.si_overrun	_sifields._timer.si_overrun	_sifields._timer.si_overrun
si_pid	_sifields._kill.si_pid	_sifields._kill.si_pid	_sifields._kill.si_pid	_sifields._kill.si_pid	_sifields._kill.si_pid
si_ptr	_sifields._rt.si_sigval.sival_ptr	_sifields._rt.si_sigval.sival_ptr	_sifields._rt.si_sigval.sival_ptr	_sifields._rt.si_sigval.sival_ptr	_sifields._rt.si_sigval.sival_ptr
si_status	_sifields._sigchld.si_status	_sifields._sigchld.si_status	_sifields._sigchld.si_status	_sifields._sigchld.si_status	_sifields._sigchld.si_status
